edge_type:  EUC_2D
 Dimension: 120000 
Original Loss is:  1231828352.000000 
Ending Temp: 0.000012 
 Loss | Temp | Iter | Time 
 34154516.000000 | 77709.648438 | 169 | 818.000000
 34337052.000000 | 77593.085938 | 170 | 823.000000
 34445600.000000 | 77476.695312 | 171 | 828.000000
 34114920.000000 | 77360.476562 | 172 | 833.000000
 34018736.000000 | 77244.437500 | 173 | 838.000000
 34044792.000000 | 77128.570312 | 174 | 842.000000
 34134712.000000 | 77012.875000 | 175 | 847.000000
 34025440.000000 | 76897.351562 | 176 | 852.000000
 34043588.000000 | 76782.007812 | 177 | 857.000000
 34180188.000000 | 76666.835938 | 178 | 862.000000
 34083808.000000 | 76551.835938 | 179 | 867.000000
 33750012.000000 | 76437.007812 | 180 | 871.000000
 33583032.000000 | 76322.351562 | 181 | 876.000000
 33705512.000000 | 76207.867188 | 182 | 881.000000
 33570788.000000 | 76093.554688 | 183 | 886.000000
 33598800.000000 | 75979.414062 | 184 | 891.000000
 33471576.000000 | 75865.445312 | 185 | 896.000000
 33453378.000000 | 75751.648438 | 186 | 901.000000
 33755092.000000 | 75638.023438 | 187 | 905.000000
 33798528.000000 | 75524.562500 | 188 | 910.000000
 33790408.000000 | 75411.273438 | 189 | 915.000000
 33715224.000000 | 75298.156250 | 190 | 920.000000
 33705036.000000 | 75185.210938 | 191 | 925.000000
 33559568.000000 | 75072.429688 | 192 | 930.000000
 33417736.000000 | 74959.820312 | 193 | 934.000000
 33304480.000000 | 74847.382812 | 194 | 939.000000
 33419396.000000 | 74735.109375 | 195 | 944.000000
 33232906.000000 | 74623.007812 | 196 | 949.000000
 33159956.000000 | 74511.070312 | 197 | 954.000000
 33162014.000000 | 74399.304688 | 198 | 959.000000
 33105618.000000 | 74287.703125 | 199 | 964.000000
 33214262.000000 | 74176.273438 | 200 | 968.000000
 32992012.000000 | 74065.007812 | 201 | 973.000000
 33187488.000000 | 73953.906250 | 202 | 978.000000
 33373080.000000 | 73842.976562 | 203 | 983.000000
 33536696.000000 | 73732.210938 | 204 | 988.000000
 33270260.000000 | 73621.609375 | 205 | 993.000000
 33123524.000000 | 73511.179688 | 206 | 997.000000
 33338576.000000 | 73400.914062 | 207 | 1002.000000
 33085096.000000 | 73290.812500 | 208 | 1007.000000
 33069266.000000 | 73180.875000 | 209 | 1012.000000
 33238022.000000 | 73071.101562 | 210 | 1017.000000
 33250776.000000 | 72961.492188 | 211 | 1022.000000
 33145870.000000 | 72852.046875 | 212 | 1027.000000
 33245388.000000 | 72742.765625 | 213 | 1031.000000
 33393390.000000 | 72633.648438 | 214 | 1036.000000
 33175736.000000 | 72524.695312 | 215 | 1041.000000
 33496450.000000 | 72415.906250 | 216 | 1046.000000
 33366276.000000 | 72307.281250 | 217 | 1051.000000
 33450324.000000 | 72198.820312 | 218 | 1056.000000
 33592276.000000 | 72090.523438 | 219 | 1060.000000
 33403178.000000 | 71982.390625 | 220 | 1065.000000
 33502706.000000 | 71874.414062 | 221 | 1070.000000
 33130628.000000 | 71766.601562 | 222 | 1075.000000
 33207358.000000 | 71658.953125 | 223 | 1080.000000
 33105450.000000 | 71551.460938 | 224 | 1085.000000
 33243676.000000 | 71444.132812 | 225 | 1089.000000
 33254768.000000 | 71336.968750 | 226 | 1094.000000
 33274112.000000 | 71229.960938 | 227 | 1099.000000
 33327092.000000 | 71123.117188 | 228 | 1104.000000
 33219148.000000 | 71016.429688 | 229 | 1109.000000
 33062594.000000 | 70909.906250 | 230 | 1114.000000
 32961910.000000 | 70803.539062 | 231 | 1119.000000
 32783354.000000 | 70697.335938 | 232 | 1123.000000
 33021314.000000 | 70591.289062 | 233 | 1128.000000
 33115004.000000 | 70485.398438 | 234 | 1133.000000
 32955312.000000 | 70379.671875 | 235 | 1138.000000
 32873808.000000 | 70274.101562 | 236 | 1143.000000
 33092696.000000 | 70168.687500 | 237 | 1148.000000
 33016640.000000 | 70063.437500 | 238 | 1152.000000
 33200114.000000 | 69958.343750 | 239 | 1157.000000
 33285610.000000 | 69853.406250 | 240 | 1162.000000
 33171268.000000 | 69748.625000 | 241 | 1167.000000
 33178870.000000 | 69644.000000 | 242 | 1172.000000
 33250026.000000 | 69539.531250 | 243 | 1177.000000
 33062498.000000 | 69435.218750 | 244 | 1182.000000
 33168148.000000 | 69331.062500 | 245 | 1186.000000
 33496192.000000 | 69227.062500 | 246 | 1191.000000
 33431676.000000 | 69123.218750 | 247 | 1196.000000
 33247266.000000 | 69019.531250 | 248 | 1201.000000
 32985920.000000 | 68916.000000 | 249 | 1206.000000
 33086882.000000 | 68812.625000 | 250 | 1211.000000
 33024080.000000 | 68709.406250 | 251 | 1215.000000
 32971720.000000 | 68606.343750 | 252 | 1220.000000
 33109632.000000 | 68503.429688 | 253 | 1225.000000
 33134752.000000 | 68400.671875 | 254 | 1230.000000
 33364696.000000 | 68298.070312 | 255 | 1235.000000
 33363898.000000 | 68195.625000 | 256 | 1240.000000
 33468050.000000 | 68093.328125 | 257 | 1244.000000
 33380212.000000 | 67991.187500 | 258 | 1249.000000
 33605024.000000 | 67889.203125 | 259 | 1254.000000
 33566928.000000 | 67787.367188 | 260 | 1259.000000
 33376756.000000 | 67685.687500 | 261 | 1264.000000
 33580992.000000 | 67584.156250 | 262 | 1269.000000
 33422440.000000 | 67482.781250 | 263 | 1273.000000
 33276912.000000 | 67381.554688 | 264 | 1278.000000
 32954806.000000 | 67280.484375 | 265 | 1283.000000
 33013118.000000 | 67179.562500 | 266 | 1288.000000
 33244742.000000 | 67078.789062 | 267 | 1293.000000
 32975114.000000 | 66978.171875 | 268 | 1298.000000
 33007290.000000 | 66877.703125 | 269 | 1303.000000
 33123254.000000 | 66777.382812 | 270 | 1307.000000
 33007430.000000 | 66677.218750 | 271 | 1312.000000
 32826894.000000 | 66577.203125 | 272 | 1317.000000
 32790570.000000 | 66477.335938 | 273 | 1322.000000
 32885394.000000 | 66377.617188 | 274 | 1327.000000
 32759486.000000 | 66278.046875 | 275 | 1332.000000
 32847486.000000 | 66178.632812 | 276 | 1336.000000
 32810170.000000 | 66079.367188 | 277 | 1341.000000
 32984068.000000 | 65980.250000 | 278 | 1346.000000
 32974842.000000 | 65881.281250 | 279 | 1351.000000
 32760944.000000 | 65782.460938 | 280 | 1356.000000
 32655982.000000 | 65683.789062 | 281 | 1361.000000
 32688728.000000 | 65585.265625 | 282 | 1365.000000
 32725582.000000 | 65486.886719 | 283 | 1370.000000
 32900630.000000 | 65388.656250 | 284 | 1375.000000
 32970642.000000 | 65290.574219 | 285 | 1380.000000
 32858372.000000 | 65192.636719 | 286 | 1385.000000
 32562582.000000 | 65094.847656 | 287 | 1390.000000
 32863254.000000 | 64997.203125 | 288 | 1395.000000
 32552004.000000 | 64899.707031 | 289 | 1399.000000
 32505434.000000 | 64802.355469 | 290 | 1404.000000
 32268882.000000 | 64705.152344 | 291 | 1409.000000
 32191994.000000 | 64608.093750 | 292 | 1414.000000
 32122252.000000 | 64511.179688 | 293 | 1419.000000
 32333194.000000 | 64414.414062 | 294 | 1424.000000
 32083086.000000 | 64317.792969 | 295 | 1428.000000
 32330626.000000 | 64221.316406 | 296 | 1433.000000
 32284720.000000 | 64124.984375 | 297 | 1438.000000
 32153954.000000 | 64028.796875 | 298 | 1443.000000
 32334854.000000 | 63932.753906 | 299 | 1448.000000
 32552914.000000 | 63836.855469 | 300 | 1453.000000
 32612410.000000 | 63741.097656 | 301 | 1457.000000
 32802090.000000 | 63645.484375 | 302 | 1462.000000
 32525110.000000 | 63550.015625 | 303 | 1467.000000
 32299112.000000 | 63454.691406 | 304 | 1472.000000
 32489446.000000 | 63359.507812 | 305 | 1477.000000
 32514406.000000 | 63264.468750 | 306 | 1482.000000
 32557398.000000 | 63169.570312 | 307 | 1486.000000
 32595728.000000 | 63074.816406 | 308 | 1491.000000
 32740882.000000 | 62980.203125 | 309 | 1496.000000
 32652038.000000 | 62885.730469 | 310 | 1501.000000
 32707402.000000 | 62791.402344 | 311 | 1506.000000
 32537338.000000 | 62697.214844 | 312 | 1511.000000
 32370262.000000 | 62603.167969 | 313 | 1516.000000
 32561154.000000 | 62509.261719 | 314 | 1520.000000
 32558044.000000 | 62415.496094 | 315 | 1525.000000
 32369362.000000 | 62321.871094 | 316 | 1530.000000
 32343878.000000 | 62228.386719 | 317 | 1535.000000
 32430014.000000 | 62135.042969 | 318 | 1540.000000
 32336782.000000 | 62041.839844 | 319 | 1545.000000
 32352078.000000 | 61948.777344 | 320 | 1549.000000
 32613594.000000 | 61855.855469 | 321 | 1554.000000
 32874974.000000 | 61763.070312 | 322 | 1559.000000
 32462460.000000 | 61670.425781 | 323 | 1564.000000
 32191782.000000 | 61577.917969 | 324 | 1569.000000
 32267860.000000 | 61485.550781 | 325 | 1574.000000
 32406810.000000 | 61393.320312 | 326 | 1578.000000
 32432202.000000 | 61301.230469 | 327 | 1583.000000
 32243540.000000 | 61209.277344 | 328 | 1588.000000
 32016938.000000 | 61117.460938 | 329 | 1593.000000
 32102930.000000 | 61025.785156 | 330 | 1598.000000
 32006360.000000 | 60934.246094 | 331 | 1603.000000
 32034018.000000 | 60842.843750 | 332 | 1607.000000
 32196408.000000 | 60751.578125 | 333 | 1612.000000
 32305388.000000 | 60660.449219 | 334 | 1617.000000
 32318402.000000 | 60569.457031 | 335 | 1622.000000
 32468692.000000 | 60478.601562 | 336 | 1627.000000
 32321402.000000 | 60387.882812 | 337 | 1632.000000
 32261526.000000 | 60297.300781 | 338 | 1636.000000
 32316540.000000 | 60206.855469 | 339 | 1641.000000
 32327738.000000 | 60116.542969 | 340 | 1646.000000
 32173432.000000 | 60026.367188 | 341 | 1651.000000
 32157816.000000 | 59936.328125 | 342 | 1656.000000
 32282710.000000 | 59846.421875 | 343 | 1661.000000
 32181684.000000 | 59756.652344 | 344 | 1665.000000
 32131642.000000 | 59667.015625 | 345 | 1670.000000
 32060320.000000 | 59577.515625 | 346 | 1675.000000
 31884862.000000 | 59488.148438 | 347 | 1680.000000
 31935474.000000 | 59398.914062 | 348 | 1685.000000
 32285996.000000 | 59309.816406 | 349 | 1690.000000
 31954908.000000 | 59220.851562 | 350 | 1694.000000
 31759502.000000 | 59132.019531 | 351 | 1699.000000
 32071400.000000 | 59043.320312 | 352 | 1704.000000
 32036870.000000 | 58954.753906 | 353 | 1709.000000
 31966780.000000 | 58866.320312 | 354 | 1714.000000
 31872634.000000 | 58778.019531 | 355 | 1719.000000
 31771840.000000 | 58689.851562 | 356 | 1723.000000
 31793570.000000 | 58601.816406 | 357 | 1728.000000
 31936360.000000 | 58513.914062 | 358 | 1733.000000
 32119248.000000 | 58426.140625 | 359 | 1738.000000
 31902276.000000 | 58338.500000 | 360 | 1743.000000
 32234844.000000 | 58250.992188 | 361 | 1748.000000
 32179014.000000 | 58163.613281 | 362 | 1752.000000
 32192046.000000 | 58076.367188 | 363 | 1757.000000
 31801638.000000 | 57989.253906 | 364 | 1762.000000
 31746574.000000 | 57902.269531 | 365 | 1767.000000
 31728982.000000 | 57815.414062 | 366 | 1772.000000
 31901864.000000 | 57728.691406 | 367 | 1777.000000
 31890034.000000 | 57642.097656 | 368 | 1781.000000
 31821448.000000 | 57555.632812 | 369 | 1786.000000
 31943532.000000 | 57469.296875 | 370 | 1791.000000
 31806820.000000 | 57383.093750 | 371 | 1796.000000
 31982776.000000 | 57297.019531 | 372 | 1801.000000
 31757466.000000 | 57211.074219 | 373 | 1806.000000
 31860098.000000 | 57125.257812 | 374 | 1810.000000
 31724416.000000 | 57039.570312 | 375 | 1815.000000
 31758668.000000 | 56954.011719 | 376 | 1820.000000
 31792408.000000 | 56868.582031 | 377 | 1825.000000
 32045932.000000 | 56783.277344 | 378 | 1830.000000
 32036110.000000 | 56698.101562 | 379 | 1834.000000
 32056918.000000 | 56613.054688 | 380 | 1839.000000
 32267222.000000 | 56528.132812 | 381 | 1844.000000
 32282614.000000 | 56443.339844 | 382 | 1849.000000
 32289018.000000 | 56358.675781 | 383 | 1854.000000
 32052738.000000 | 56274.136719 | 384 | 1859.000000
 31933208.000000 | 56189.726562 | 385 | 1863.000000
 31653162.000000 | 56105.441406 | 386 | 1868.000000
 31479176.000000 | 56021.281250 | 387 | 1873.000000
 31487536.000000 | 55937.250000 | 388 | 1878.000000
 31778830.000000 | 55853.343750 | 389 | 1883.000000
 31632858.000000 | 55769.562500 | 390 | 1888.000000
 31801310.000000 | 55685.906250 | 391 | 1892.000000
 31897018.000000 | 55602.375000 | 392 | 1897.000000
 31838834.000000 | 55518.972656 | 393 | 1902.000000
 31878886.000000 | 55435.695312 | 394 | 1907.000000
 32077560.000000 | 55352.542969 | 395 | 1912.000000
 32021006.000000 | 55269.511719 | 396 | 1917.000000
 32103190.000000 | 55186.605469 | 397 | 1921.000000
 32143762.000000 | 55103.824219 | 398 | 1926.000000
 32165946.000000 | 55021.167969 | 399 | 1931.000000
 32322566.000000 | 54938.636719 | 400 | 1936.000000
 32062418.000000 | 54856.226562 | 401 | 1941.000000
 32423502.000000 | 54773.941406 | 402 | 1945.000000
 32418618.000000 | 54691.781250 | 403 | 1950.000000
 32020000.000000 | 54609.742188 | 404 | 1955.000000
 31949270.000000 | 54527.828125 | 405 | 1960.000000
 32172396.000000 | 54446.035156 | 406 | 1965.000000
 32073670.000000 | 54364.367188 | 407 | 1970.000000
 31911398.000000 | 54282.820312 | 408 | 1974.000000
 31732512.000000 | 54201.394531 | 409 | 1979.000000
 32092144.000000 | 54120.093750 | 410 | 1984.000000
 32042188.000000 | 54038.914062 | 411 | 1989.000000
 32001962.000000 | 53957.855469 | 412 | 1994.000000
 31914784.000000 | 53876.917969 | 413 | 1998.000000
 31825532.000000 | 53796.101562 | 414 | 2003.000000
 31862644.000000 | 53715.406250 | 415 | 2008.000000
 31907292.000000 | 53634.832031 | 416 | 2013.000000
 32100524.000000 | 53554.378906 | 417 | 2018.000000
 31866046.000000 | 53474.046875 | 418 | 2023.000000
 31838984.000000 | 53393.835938 | 419 | 2027.000000
 32163530.000000 | 53313.746094 | 420 | 2032.000000
 32443930.000000 | 53233.773438 | 421 | 2037.000000
 32731512.000000 | 53153.921875 | 422 | 2042.000000
 32583534.000000 | 53074.191406 | 423 | 2047.000000
 32801124.000000 | 52994.578125 | 424 | 2051.000000
 32807702.000000 | 52915.085938 | 425 | 2056.000000
 32555678.000000 | 52835.710938 | 426 | 2061.000000
 32520978.000000 | 52756.457031 | 427 | 2066.000000
 32421014.000000 | 52677.320312 | 428 | 2071.000000
 32745044.000000 | 52598.304688 | 429 | 2075.000000
 32835352.000000 | 52519.406250 | 430 | 2080.000000
 32742416.000000 | 52440.625000 | 431 | 2085.000000
 32825830.000000 | 52361.964844 | 432 | 2090.000000
 32699784.000000 | 52283.421875 | 433 | 2095.000000
 32565558.000000 | 52204.996094 | 434 | 2099.000000
 32554382.000000 | 52126.687500 | 435 | 2104.000000
 32330302.000000 | 52048.496094 | 436 | 2109.000000
 32530488.000000 | 51970.421875 | 437 | 2114.000000
 32279656.000000 | 51892.464844 | 438 | 2119.000000
 32262172.000000 | 51814.625000 | 439 | 2124.000000
 32372984.000000 | 51736.902344 | 440 | 2128.000000
 32282544.000000 | 51659.296875 | 441 | 2133.000000
 32302982.000000 | 51581.808594 | 442 | 2138.000000
 32150216.000000 | 51504.433594 | 443 | 2143.000000
 31926572.000000 | 51427.175781 | 444 | 2148.000000
 32018468.000000 | 51350.035156 | 445 | 2152.000000
 31813184.000000 | 51273.007812 | 446 | 2157.000000
 31859788.000000 | 51196.097656 | 447 | 2162.000000
 31507994.000000 | 51119.304688 | 448 | 2167.000000
 31747346.000000 | 51042.625000 | 449 | 2172.000000
 31502276.000000 | 50966.058594 | 450 | 2176.000000
 31470108.000000 | 50889.609375 | 451 | 2181.000000
 31596318.000000 | 50813.273438 | 452 | 2186.000000
 31523058.000000 | 50737.054688 | 453 | 2191.000000
 31594742.000000 | 50660.949219 | 454 | 2196.000000
 31433262.000000 | 50584.957031 | 455 | 2200.000000
 31381282.000000 | 50509.078125 | 456 | 2205.000000
 31198452.000000 | 50433.312500 | 457 | 2210.000000
 31303272.000000 | 50357.660156 | 458 | 2215.000000
 31411394.000000 | 50282.125000 | 459 | 2220.000000
 31167170.000000 | 50206.703125 | 460 | 2224.000000
 31205076.000000 | 50131.390625 | 461 | 2229.000000
 31222900.000000 | 50056.191406 | 462 | 2234.000000
 31208166.000000 | 49981.105469 | 463 | 2239.000000
 31410114.000000 | 49906.132812 | 464 | 2244.000000
 31160648.000000 | 49831.273438 | 465 | 2248.000000
 31434332.000000 | 49756.527344 | 466 | 2253.000000
 31611796.000000 | 49681.890625 | 467 | 2258.000000
 31408440.000000 | 49607.367188 | 468 | 2263.000000
 31553776.000000 | 49532.957031 | 469 | 2268.000000
 31599596.000000 | 49458.656250 | 470 | 2272.000000
 31653408.000000 | 49384.468750 | 471 | 2277.000000
 31643292.000000 | 49310.390625 | 472 | 2282.000000
 31824696.000000 | 49236.425781 | 473 | 2287.000000
 31704846.000000 | 49162.570312 | 474 | 2292.000000
 31467974.000000 | 49088.824219 | 475 | 2296.000000
 31484136.000000 | 49015.191406 | 476 | 2301.000000
 31402388.000000 | 48941.667969 | 477 | 2306.000000
 31621336.000000 | 48868.253906 | 478 | 2311.000000
 31556456.000000 | 48794.949219 | 479 | 2316.000000
 31415382.000000 | 48721.757812 | 480 | 2320.000000
 31556504.000000 | 48648.675781 | 481 | 2325.000000
 31131968.000000 | 48575.703125 | 482 | 2330.000000
 31225800.000000 | 48502.839844 | 483 | 2335.000000
 31319178.000000 | 48430.085938 | 484 | 2340.000000
 31531592.000000 | 48357.441406 | 485 | 2344.000000
 31581734.000000 | 48284.906250 | 486 | 2349.000000
 31356146.000000 | 48212.476562 | 487 | 2354.000000
 31677282.000000 | 48140.156250 | 488 | 2359.000000
 31767902.000000 | 48067.945312 | 489 | 2364.000000
 31826698.000000 | 47995.843750 | 490 | 2368.000000
 31755836.000000 | 47923.847656 | 491 | 2373.000000
 31616848.000000 | 47851.960938 | 492 | 2378.000000
 31767186.000000 | 47780.183594 | 493 | 2383.000000
 31785032.000000 | 47708.511719 | 494 | 2387.000000
 31838564.000000 | 47636.949219 | 495 | 2392.000000
 31927842.000000 | 47565.492188 | 496 | 2397.000000
 32009022.000000 | 47494.144531 | 497 | 2402.000000
 32191222.000000 | 47422.902344 | 498 | 2407.000000
 32159678.000000 | 47351.765625 | 499 | 2411.000000
 31792652.000000 | 47280.738281 | 500 | 2416.000000
 31760424.000000 | 47209.816406 | 501 | 2421.000000
 31491530.000000 | 47139.000000 | 502 | 2426.000000
