edge_type:  EUC_2D
 Dimension: 200000 
Original Loss is:  2188626688.000000 
Ending Temp: 0.000012 
 Loss | Temp | Iter | Time 
 2104019200.000000 | 100000.000000 | 1 | 6.000000
 2025356672.000000 | 99850.000000 | 2 | 12.000000
 1948205440.000000 | 99700.226562 | 3 | 18.000000
 1876251776.000000 | 99550.671875 | 4 | 23.000000
 1808622848.000000 | 99401.343750 | 5 | 29.000000
 1744486144.000000 | 99252.242188 | 6 | 35.000000
 1683356416.000000 | 99103.359375 | 7 | 42.000000
 1624643072.000000 | 98954.703125 | 8 | 48.000000
 1570216320.000000 | 98806.273438 | 9 | 54.000000
 1518278784.000000 | 98658.062500 | 10 | 60.000000
 1467869696.000000 | 98510.078125 | 11 | 66.000000
 1419973632.000000 | 98362.312500 | 12 | 72.000000
 1375400960.000000 | 98214.765625 | 13 | 79.000000
 1331848320.000000 | 98067.445312 | 14 | 85.000000
 1290515584.000000 | 97920.343750 | 15 | 91.000000
 1251647104.000000 | 97773.460938 | 16 | 97.000000
 1213528832.000000 | 97626.796875 | 17 | 104.000000
 1176884096.000000 | 97480.359375 | 18 | 110.000000
 1142227200.000000 | 97334.140625 | 19 | 116.000000
 1109373696.000000 | 97188.140625 | 20 | 123.000000
 1077782528.000000 | 97042.359375 | 21 | 129.000000
 1047489344.000000 | 96896.796875 | 22 | 135.000000
 1017264960.000000 | 96751.453125 | 23 | 142.000000
 988983360.000000 | 96606.328125 | 24 | 148.000000
 961785024.000000 | 96461.414062 | 25 | 154.000000
 934888256.000000 | 96316.718750 | 26 | 161.000000
 909718656.000000 | 96172.242188 | 27 | 167.000000
 885388032.000000 | 96027.984375 | 28 | 174.000000
 861941696.000000 | 95883.937500 | 29 | 180.000000
 839384000.000000 | 95740.109375 | 30 | 186.000000
 817840704.000000 | 95596.500000 | 31 | 193.000000
 796595392.000000 | 95453.101562 | 32 | 199.000000
 775841408.000000 | 95309.921875 | 33 | 206.000000
 756031488.000000 | 95166.953125 | 34 | 212.000000
 736618560.000000 | 95024.203125 | 35 | 219.000000
 717679616.000000 | 94881.664062 | 36 | 225.000000
 699878464.000000 | 94739.343750 | 37 | 231.000000
 682286848.000000 | 94597.234375 | 38 | 238.000000
 664992000.000000 | 94455.335938 | 39 | 244.000000
 648771392.000000 | 94313.648438 | 40 | 251.000000
 632871424.000000 | 94172.179688 | 41 | 257.000000
 617219008.000000 | 94030.921875 | 42 | 263.000000
 602259648.000000 | 93889.875000 | 43 | 270.000000
 587737408.000000 | 93749.039062 | 44 | 276.000000
 573628032.000000 | 93608.414062 | 45 | 283.000000
 560021312.000000 | 93468.000000 | 46 | 289.000000
 546846656.000000 | 93327.796875 | 47 | 296.000000
 533845344.000000 | 93187.804688 | 48 | 302.000000
 521262720.000000 | 93048.023438 | 49 | 308.000000
 508899040.000000 | 92908.453125 | 50 | 315.000000
 496882368.000000 | 92769.085938 | 51 | 321.000000
 485243648.000000 | 92629.929688 | 52 | 328.000000
 473615648.000000 | 92490.984375 | 53 | 334.000000
 462422880.000000 | 92352.250000 | 54 | 341.000000
 451723296.000000 | 92213.718750 | 55 | 347.000000
 441429184.000000 | 92075.398438 | 56 | 354.000000
